year,district,office,candidate,party,votes,percentage
2022,STATE,Governor,Abbott,R,4437097,54.7
2022,STATE,Governor,Barrios,G,28590,0.4
2022,STATE,Governor,O'Rourke,D,3554772,43.8
2022,STATE,Governor,Tippetts,L,81942,1.0
2022,STATE,Governor,Write-In,W,4367,0.1
2022,STATE,Lieutenant Governor,Collier,D,3493602,43.5
2022,STATE,Lieutenant Governor,Patrick,R,4317770,53.7
2022,STATE,Lieutenant Governor,Steele,L,222257,2.8
2022,STATE,Attorney General,Ash,L,233768,2.9
2022,STATE,Attorney General,Garza,D,3498276,43.7
2022,1,Governor,Abbott,R,179617,76.4
2022,1,Governor,Barrios,G,568,0.2
2022,1,Governor,O'Rourke,D,53077,22.6
2022,1,Governor,Tippetts,L,1818,0.8
2022,1,Governor,Write-In,W,121,0.1
2022,1,Lieutenant Governor,Collier,D,53414,22.8
2022,1,Lieutenant Governor,Patrick,R,176135,75.3
2022,1,Lieutenant Governor,Steele,L,4476,1.9
2022,1,Attorney General,Ash,L,4633,2.0
2022,1,Attorney General,Garza,D,53719,23.0
2022,2,Governor,Abbott,R,139838,60.9
2022,2,Governor,Barrios,G,713,0.3
2022,2,Governor,O'Rourke,D,86375,37.6
2022,2,Governor,Tippetts,L,2521,1.1
2022,2,Governor,Write-In,W,17,0.0
2022,2,Lieutenant Governor,Collier,D,85122,37.2
2022,2,Lieutenant Governor,Patrick,R,137760,60.2
2022,2,Lieutenant Governor,Steele,L,5793,2.5
2022,2,Attorney General,Ash,L,6217,2.7
2022,2,Attorney General,Garza,D,84627,37.1
2022,3,Governor,Abbott,R,155635,61.1
2022,3,Governor,Barrios,G,620,0.2
2022,3,Governor,O'Rourke,D,95527,37.5
2022,3,Governor,Tippetts,L,2726,1.1
2022,3,Governor,Write-In,W,164,0.1
2022,3,Lieutenant Governor,Collier,D,95232,37.7
2022,3,Lieutenant Governor,Patrick,R,150821,59.8
2022,3,Lieutenant Governor,Steele,L,6255,2.5
2022,3,Attorney General,Ash,L,8645,3.4
2022,3,Attorney General,Garza,D,93603,37.3
2022,4,Governor,Abbott,R,162196,61.4
2022,4,Governor,Barrios,G,552,0.2
2022,4,Governor,O'Rourke,D,98619,37.4
2022,4,Governor,Tippetts,L,2429,0.9
2022,4,Governor,Write-In,W,163,0.1
2022,4,Lieutenant Governor,Collier,D,99006,37.8
2022,4,Lieutenant Governor,Patrick,R,157309,60.0
2022,4,Lieutenant Governor,Steele,L,5735,2.2
2022,4,Attorney General,Ash,L,7740,3.0
2022,4,Attorney General,Garza,D,97774,37.5
2022,5,Governor,Abbott,R,124194,60.0
2022,5,Governor,Barrios,G,571,0.3
2022,5,Governor,O'Rourke,D,79768,38.6
2022,5,Governor,Tippetts,L,1857,0.9
2022,5,Governor,Write-In,W,443,0.2
2022,5,Lieutenant Governor,Collier,D,79949,38.9
2022,5,Lieutenant Governor,Patrick,R,120257,58.5
2022,5,Lieutenant Governor,Steele,L,5371,2.6
2022,5,Attorney General,Ash,L,6613,3.2
2022,5,Attorney General,Garza,D,78703,38.4
2022,6,Governor,Abbott,R,135770,61.6
2022,6,Governor,Barrios,G,564,0.3
2022,6,Governor,O'Rourke,D,81910,37.1
2022,6,Governor,Tippetts,L,2195,1.0
2022,6,Governor,Write-In,W,113,0.1
2022,6,Lieutenant Governor,Collier,D,82073,37.5
2022,6,Lieutenant Governor,Patrick,R,131130,59.9
2022,6,Lieutenant Governor,Steele,L,5862,2.7
2022,6,Attorney General,Ash,L,7455,3.4
2022,6,Attorney General,Garza,D,80410,36.8
2022,7,Governor,Abbott,R,61235,33.2
2022,7,Governor,Barrios,G,728,0.4
2022,7,Governor,O'Rourke,D,120037,65.2
2022,7,Governor,Tippetts,L,2176,1.2
2022,7,Governor,Write-In,W,52,0.0
2022,7,Lieutenant Governor,Collier,D,118812,64.9
2022,7,Lieutenant Governor,Patrick,R,59454,32.5
2022,7,Lieutenant Governor,Steele,L,4732,2.6
2022,7,Attorney General,Ash,L,5129,2.8
2022,7,Attorney General,Garza,D,117890,64.6
2022,8,Governor,Abbott,R,125439,61.9
2022,8,Governor,Barrios,G,633,0.3
2022,8,Governor,O'Rourke,D,74573,36.8
2022,8,Governor,Tippetts,L,1919,0.9
2022,8,Governor,Write-In,W,29,0.0
2022,8,Lieutenant Governor,Collier,D,73911,36.6
2022,8,Lieutenant Governor,Patrick,R,123318,61.1
2022,8,Lieutenant Governor,Steele,L,4547,2.3
2022,8,Attorney General,Ash,L,4797,2.4
2022,8,Attorney General,Garza,D,73254,36.4
2022,9,Governor,Abbott,R,76499,54.0
2022,9,Governor,Barrios,G,718,0.5
2022,9,Governor,O'Rourke,D,62893,44.4
2022,9,Governor,Tippetts,L,1428,1.0
2022,9,Governor,Write-In,W,21,0.0
2022,9,Lieutenant Governor,Collier,D,60973,43.4
2022,9,Lieutenant Governor,Patrick,R,75691,53.9
2022,9,Lieutenant Governor,Steele,L,3887,2.8
2022,9,Attorney General,Ash,L,3493,2.5
2022,9,Attorney General,Garza,D,61525,43.8
2022,10,Governor,Abbott,R,152847,59.1
2022,10,Governor,Barrios,G,594,0.2
2022,10,Governor,O'Rourke,D,102112,39.5
2022,10,Governor,Tippetts,L,3079,1.2
2022,10,Governor,Write-In,W,194,0.1
2022,10,Lieutenant Governor,Collier,D,101798,39.6
2022,10,Lieutenant Governor,Patrick,R,148105,57.7
2022,10,Lieutenant Governor,Steele,L,6946,2.7
2022,10,Attorney General,Ash,L,8380,3.3
2022,10,Attorney General,Garza,D,101401,39.7
2022,11,Governor,Abbott,R,137369,65.9
2022,11,Governor,Barrios,G,577,0.3
2022,11,Governor,O'Rourke,D,68191,32.7
2022,11,Governor,Tippetts,L,2178,1.0
2022,11,Governor,Write-In,W,103,0.0
2022,11,Lieutenant Governor,Collier,D,67469,32.7
2022,11,Lieutenant Governor,Patrick,R,133461,64.6
2022,11,Lieutenant Governor,Steele,L,5591,2.7
2022,11,Attorney General,Ash,L,5628,2.7
2022,11,Attorney General,Garza,D,68046,33.1
2022,12,Governor,Abbott,R,130119,60.2
2022,12,Governor,Barrios,G,612,0.3
2022,12,Governor,O'Rourke,D,82815,38.3
2022,12,Governor,Tippetts,L,2444,1.1
2022,12,Governor,Write-In,W,62,0.0
2022,12,Lieutenant Governor,Collier,D,82942,38.6
2022,12,Lieutenant Governor,Patrick,R,125570,58.4
2022,12,Lieutenant Governor,Steele,L,6518,3.0
2022,12,Attorney General,Ash,L,7816,3.6
2022,12,Attorney General,Garza,D,81413,38.0
2022,13,Governor,Abbott,R,160629,73.9
2022,13,Governor,Barrios,G,640,0.3
2022,13,Governor,O'Rourke,D,53733,24.7
2022,13,Governor,Tippetts,L,2224,1.0
2022,13,Governor,Write-In,W,81,0.0
2022,13,Lieutenant Governor,Collier,D,53979,25.0
2022,13,Lieutenant Governor,Patrick,R,156120,72.3
2022,13,Lieutenant Governor,Steele,L,5912,2.7
2022,13,Attorney General,Ash,L,5424,2.5
2022,13,Attorney General,Garza,D,54021,25.1
2022,14,Governor,Abbott,R,141877,63.4
2022,14,Governor,Barrios,G,762,0.3
2022,14,Governor,O'Rourke,D,78816,35.2
2022,14,Governor,Tippetts,L,2349,1.0
2022,14,Governor,Write-In,W,106,0.0
2022,14,Lieutenant Governor,Collier,D,78246,35.1
2022,14,Lieutenant Governor,Patrick,R,139001,62.4
2022,14,Lieutenant Governor,Steele,L,5576,2.5
2022,14,Attorney General,Ash,L,5722,2.6
2022,14,Attorney General,Garza,D,77942,35.0
2022,15,Governor,Abbott,R,81721,52.5
2022,15,Governor,Barrios,G,866,0.6
2022,15,Governor,O'Rourke,D,72061,46.3
2022,15,Governor,Tippetts,L,1021,0.7
2022,15,Governor,Write-In,W,50,0.0
2022,15,Lieutenant Governor,Collier,D,67779,44.7
2022,15,Lieutenant Governor,Patrick,R,79798,52.6
2022,15,Lieutenant Governor,Steele,L,3995,2.6
2022,15,Attorney General,Ash,L,2972,2.0
2022,15,Attorney General,Garza,D,70816,46.8
2022,16,Governor,Abbott,R,53543,34.6
2022,16,Governor,Barrios,G,1116,0.7
2022,16,Governor,O'Rourke,D,98495,63.7
2022,16,Governor,Tippetts,L,1380,0.9
2022,16,Governor,Write-In,W,95,0.1
2022,16,Lieutenant Governor,Collier,D,92025,60.9
2022,16,Lieutenant Governor,Patrick,R,53285,35.2
2022,16,Lieutenant Governor,Steele,L,5922,3.9
2022,16,Attorney General,Ash,L,4602,3.0
2022,16,Attorney General,Garza,D,94835,62.7
2022,17,Governor,Abbott,R,142155,59.8
2022,17,Governor,Barrios,G,676,0.3
2022,17,Governor,O'Rourke,D,92037,38.7
2022,17,Governor,Tippetts,L,2799,1.2
2022,17,Governor,Write-In,W,146,0.1
2022,17,Lieutenant Governor,Collier,D,91280,38.8
2022,17,Lieutenant Governor,Patrick,R,137840,58.5
2022,17,Lieutenant Governor,Steele,L,6346,2.7
2022,17,Attorney General,Ash,L,7550,3.2
2022,17,Attorney General,Garza,D,90226,38.6
2022,18,Governor,Abbott,R,33425,18.3
2022,18,Governor,Barrios,G,1008,0.6
2022,18,Governor,O'Rourke,D,146385,80.3
2022,18,Governor,Tippetts,L,1510,0.8
2022,18,Governor,Write-In,W,50,0.0
2022,18,Lieutenant Governor,Collier,D,143084,79.0
2022,18,Lieutenant Governor,Patrick,R,32680,18.1
2022,18,Lieutenant Governor,Steele,L,5275,2.9
2022,18,Attorney General,Ash,L,4298,2.4
2022,18,Attorney General,Garza,D,143541,79.5
2022,19,Governor,Abbott,R,149237,76.6
2022,19,Governor,Barrios,G,593,0.3
2022,19,Governor,O'Rourke,D,43094,22.1
2022,19,Governor,Tippetts,L,1909,1.0
2022,19,Governor,Write-In,W,71,0.0
2022,19,Lieutenant Governor,Collier,D,43317,22.4
2022,19,Lieutenant Governor,Patrick,R,144926,74.9
2022,19,Lieutenant Governor,Steele,L,5262,2.7
2022,19,Attorney General,Ash,L,4963,2.6
2022,19,Attorney General,Garza,D,43534,22.5
2022,20,Governor,Abbott,R,46298,28.8
2022,20,Governor,Barrios,G,1035,0.6
2022,20,Governor,O'Rourke,D,112018,69.7
2022,20,Governor,Tippetts,L,1360,0.8
2022,20,Governor,Write-In,W,93,0.1
2022,20,Lieutenant Governor,Collier,D,105670,67.1
2022,20,Lieutenant Governor,Patrick,R,45584,29.0
2022,20,Lieutenant Governor,Steele,L,6181,3.9
2022,20,Attorney General,Ash,L,4561,2.9
2022,20,Attorney General,Garza,D,108337,68.6
2022,21,Governor,Abbott,R,187636,59.5
2022,21,Governor,Barrios,G,934,0.3
2022,21,Governor,O'Rourke,D,122850,39.0
2022,21,Governor,Tippetts,L,3591,1.1
2022,21,Governor,Write-In,W,186,0.1
2022,21,Lieutenant Governor,Collier,D,120072,38.4
2022,21,Lieutenant Governor,Patrick,R,183366,58.6
2022,21,Lieutenant Governor,Steele,L,9510,3.0
2022,21,Attorney General,Ash,L,9521,3.0
2022,21,Attorney General,Garza,D,120993,38.7
2022,22,Governor,Abbott,R,144398,59.8
2022,22,Governor,Barrios,G,791,0.3
2022,22,Governor,O'Rourke,D,93324,38.7
2022,22,Governor,Tippetts,L,2666,1.1
2022,22,Governor,Write-In,W,145,0.1
2022,22,Lieutenant Governor,Collier,D,92234,38.5
2022,22,Lieutenant Governor,Patrick,R,141584,59.1
2022,22,Lieutenant Governor,Steele,L,5813,2.4
2022,22,Attorney General,Ash,L,6418,2.7
2022,22,Attorney General,Garza,D,91102,38.1
2022,23,Governor,Abbott,R,120529,54.5
