year,district,office,candidate,party,votes,percentage
2018,STATE,U.S. Senate,Cruz,R,4259630,50.9
2018,STATE,U.S. Senate,O'Rourke,D,4044073,48.3
2018,STATE,U.S. Senate,Dikeman,L,65472,0.8
2018,STATE,Governor,Abbott,R,4655344,55.8
2018,STATE,Governor,Valdez,D,3545673,42.5
2018,STATE,Governor,Tippetts,L,140596,1.7
2018,STATE,Lieutenant Governor,Patrick,R,4260186,51.3
2018,STATE,Lieutenant Governor,Collier,D,3859878,46.5
2018,STATE,Lieutenant Governor,McKennon,L,183455,2.2
2018,STATE,Attorney General,Paxton,R,4190455,50.6
2018,1,U.S. Senate,Cruz,R,220750,73.8
2018,1,U.S. Senate,O'Rourke,D,76742,25.6
2018,1,U.S. Senate,Dikeman,L,1826,0.6
2018,1,Governor,Abbott,R,227204,75.9
2018,1,Governor,Valdez,D,68738,23.0
2018,1,Governor,Tippetts,L,3263,1.1
2018,1,Lieutenant Governor,Patrick,R,212043,71.1
2018,1,Lieutenant Governor,Collier,D,81119,27.2
2018,1,Lieutenant Governor,McKennon,L,4878,1.6
2018,1,Attorney General,Paxton,R,215943,72.6
2018,2,U.S. Senate,Cruz,R,164095,56.9
2018,2,U.S. Senate,O'Rourke,D,122271,42.4
2018,2,U.S. Senate,Dikeman,L,2220,0.8
2018,2,Governor,Abbott,R,178049,61.9
2018,2,Governor,Valdez,D,104751,36.4
2018,2,Governor,Tippetts,L,4935,1.7
2018,2,Lieutenant Governor,Patrick,R,163802,57.2
2018,2,Lieutenant Governor,Collier,D,116710,40.7
2018,2,Lieutenant Governor,McKennon,L,5917,2.1
2018,2,Attorney General,Paxton,R,160801,56.2
2018,3,U.S. Senate,Cruz,R,213340,72.1
2018,3,U.S. Senate,O'Rourke,D,81051,27.4
2018,3,U.S. Senate,Dikeman,L,1609,0.5
2018,3,Governor,Abbott,R,220368,74.5
2018,3,Governor,Valdez,D,72584,24.5
2018,3,Governor,Tippetts,L,2868,1.0
2018,3,Lieutenant Governor,Patrick,R,207568,70.5
2018,3,Lieutenant Governor,Collier,D,82508,28.0
2018,3,Lieutenant Governor,McKennon,L,4327,1.5
2018,3,Attorney General,Paxton,R,208574,71.0
2018,4,U.S. Senate,Cruz,R,190331,65.7
2018,4,U.S. Senate,O'Rourke,D,97456,33.6
2018,4,U.S. Senate,Dikeman,L,2063,0.7
2018,4,Governor,Abbott,R,201454,69.5
2018,4,Governor,Valdez,D,84734,29.2
2018,4,Governor,Tippetts,L,3811,1.3
2018,4,Lieutenant Governor,Patrick,R,190576,65.9
2018,4,Lieutenant Governor,Collier,D,93611,32.4
2018,4,Lieutenant Governor,McKennon,L,5145,1.8
2018,4,Attorney General,Paxton,R,188036,65.1
2018,5,U.S. Senate,Cruz,R,167462,58.2
2018,5,U.S. Senate,O'Rourke,D,117285,40.8
2018,5,U.S. Senate,Dikeman,L,2838,1.0
2018,5,Governor,Abbott,R,181224,63.2
2018,5,Governor,Valdez,D,99801,34.8
2018,5,Governor,Tippetts,L,5735,2.0
2018,5,Lieutenant Governor,Patrick,R,165757,58.1
2018,5,Lieutenant Governor,Collier,D,111588,39.1
2018,5,Lieutenant Governor,McKennon,L,7973,2.8
2018,5,Attorney General,Paxton,R,163742,57.6
2018,6,U.S. Senate,Cruz,R,41759,26.1
2018,6,U.S. Senate,O'Rourke,D,117014,73.2
2018,6,U.S. Senate,Dikeman,L,1015,0.6
2018,6,Governor,Abbott,R,49014,30.7
2018,6,Governor,Valdez,D,108982,68.2
2018,6,Governor,Tippetts,L,1866,1.2
2018,6,Lieutenant Governor,Patrick,R,44371,27.8
2018,6,Lieutenant Governor,Collier,D,112862,70.7
2018,6,Lieutenant Governor,McKennon,L,2331,1.5
2018,6,Attorney General,Paxton,R,41911,26.3
2018,7,U.S. Senate,Cruz,R,170405,58.1
2018,7,U.S. Senate,O'Rourke,D,120479,41.1
2018,7,U.S. Senate,Dikeman,L,2194,0.7
2018,7,Governor,Abbott,R,184145,62.9
2018,7,Governor,Valdez,D,104625,35.7
2018,7,Governor,Tippetts,L,4187,1.4
2018,7,Lieutenant Governor,Patrick,R,171754,58.7
2018,7,Lieutenant Governor,Collier,D,115748,39.6
